 age, marital_status, education_level,gender,percent_hike,distance_from_home,sourcing_channel,total_rounds,date_1st_contact,date_offered,satisfaction_index,no_companies_worked,career_growth,flexi_work,total_experience,timely_communication,offer_dropped
27,married,Associate Degree,Female,14,> 20 kms,Job Portals,4,10/16/2015,10/20/2015,63,4,Vertical,Yes,3,Yes,No
34,married,Associate Degree,Female,17,<15 kms,Consultants,10,8/17/2015,1/22/2016,25,3,Lateral,Yes,6,No,Yes
34,married,Associate Certification,Female,19,> 20 kms,Social Media,10,1/12/2015,6/2/2015,15,6,Lateral,Yes,10,No,Yes
35,married,Master Degree,Female,24,> 20 kms,Social Media,8,12/19/2015,6/7/2016,20,5,Lateral,Yes,11,No,Yes
33,single,Associate Degree,Female,17,> 20 kms,Social Media,8,4/15/2015,10/6/2015,19,7,Lateral,Yes,9,No,Yes
45,single,Associate Certification,Female,32,<15 kms,Social Media,9,3/18/2016,8/16/2016,28,7,Lateral,Yes,21,No,Yes
45,married,Master Degree,Female,12,> 20 kms,Consultants,3,12/20/2015,1/17/2016,54,5,Lateral,Yes,21,No,No
26,married,Associate Degree,Female,13,15-20 kms,Job Portals,8,5/10/2015,5/26/2015,92,1,Vertical,Yes,2,No,No
40,married,Associate Degree,Female,10,<15 kms,Company Website,6,7/31/2015,8/2/2015,33,8,Lateral,Yes,16,Yes,No
30,married,Bachelor Degree,Female,20,> 20 kms,Company Website,6,10/15/2015,11/21/2015,39,3,Lateral,No,6,Yes,No
25,single,Bachelor Degree,Female,17,> 20 kms,Job Portals,7,1/20/2016,2/15/2016,69,1,Vertical,Yes,1,Yes,No
33,married,Master Degree,Female,26,15-20 kms,Consultants,6,4/21/2016,5/10/2016,28,7,Lateral,No,9,No,No
38,married,Master Degree,Female,40,<15 kms,Internal Referrals,9,6/16/2015,11/17/2015,17,5,Lateral,Yes,14,No,Yes
29,married,Associate Certification,Female,21,<15 kms,Consultants,3,2/22/2016,3/21/2016,36,3,Vertical,Yes,5,Yes,No
30,married,Bachelor Degree,Female,19,> 20 kms,Job Portals,5,2/23/2016,3/26/2016,78,4,Vertical,Yes,6,No,No
25,single,Bachelor Degree,Female,16,<15 kms,Job Portals,3,8/20/2015,9/10/2015,90,2,Lateral,Yes,2,No,No
44,married,Associate Degree,Female,38,> 20 kms,Social Media,9,2/10/2015,7/6/2015,20,5,Lateral,Yes,20,No,Yes
38,married,Bachelor Degree,Female,37,<15 kms,Consultants,10,6/16/2015,12/3/2015,23,4,Lateral,Yes,14,No,Yes
31,married,Associate Degree,Female,16,> 20 kms,Social Media,6,8/17/2015,8/18/2015,74,3,Lateral,Yes,7,No,No
41,divorced,Master Degree,Female,19,> 20 kms,Job Portals,4,12/28/2015,1/18/2016,79,5,Lateral,No,17,Yes,No
35,divorced,Master Degree,Female,36,> 20 kms,Consultants,8,3/31/2015,9/21/2015,18,6,Lateral,Yes,11,No,Yes
29,married,Associate Certification,Female,11,> 20 kms,Job Portals,3,1/8/2015,1/20/2015,57,4,Lateral,No,5,Yes,No
36,married,Bachelor Degree,Female,20,<15 kms,Social Media,8,6/24/2015,8/3/2015,42,5,Lateral,Yes,12,No,No
38,married,Master Degree,Female,18,> 20 kms,Job Portals,10,3/12/2015,4/4/2015,74,3,Vertical,No,14,Yes,No
39,married,Bachelor Degree,Female,14,<15 kms,Company Website,3,3/6/2015,3/19/2015,63,7,Vertical,No,15,No,No
43,married,Associate Certification,Female,18,<15 kms,Social Media,8,1/15/2016,7/5/2016,19,7,Lateral,Yes,19,No,Yes
40,married,Bachelor Degree,Female,14,> 20 kms,Consultants,5,2/20/2016,3/5/2016,29,4,Vertical,No,16,No,No
33,married,Bachelor Degree,Female,32,> 20 kms,Social Media,9,3/31/2015,8/29/2015,29,6,Lateral,Yes,9,No,Yes
41,married,Master Degree,Female,19,15-20 kms,Company Website,3,10/16/2015,10/18/2015,53,7,Lateral,Yes,17,Yes,No
33,single,Bachelor Degree,Female,17,> 20 kms,Social Media,3,6/19/2015,7/4/2015,44,7,Vertical,Yes,9,No,No
33,married,Bachelor Degree,Female,17,> 20 kms,Internal Referrals,10,1/20/2016,6/27/2016,17,4,Lateral,Yes,9,No,Yes
46,single,Bachelor Degree,Female,35,<15 kms,Job Portals,8,3/31/2015,9/16/2015,17,6,Lateral,Yes,22,No,Yes
43,married,Master Degree,Female,37,> 20 kms,Job Portals,8,10/19/2015,3/31/2016,15,6,Lateral,Yes,19,No,Yes
34,divorced,Associate Certification,Female,27,15-20 kms,Job Portals,3,5/14/2015,5/18/2015,52,8,Lateral,No,10,Yes,No
31,single,Associate Degree,Female,27,<15 kms,Social Media,10,6/10/2016,10/28/2016,19,3,Lateral,Yes,7,No,Yes
41,single,Bachelor Degree,Female,37,<15 kms,Consultants,9,3/14/2016,8/22/2016,25,5,Lateral,Yes,17,No,Yes
32,single,Associate Certification,Female,22,15-20 kms,Consultants,3,6/20/2016,7/15/2016,82,3,Vertical,No,8,Yes,No
28,single,Bachelor Degree,Female,27,<15 kms,Consultants,10,3/29/2016,8/20/2016,30,3,Lateral,Yes,4,No,Yes
37,divorced,Master Degree,Female,17,<15 kms,Company Website,4,1/15/2016,1/21/2016,41,8,Lateral,No,13,Yes,No
37,married,Associate Degree,Female,13,15-20 kms,Consultants,6,4/23/2016,5/7/2016,41,5,Vertical,Yes,13,No,No
41,married,Master Degree,Female,39,<15 kms,Social Media,9,7/16/2015,12/28/2015,27,8,Lateral,Yes,17,No,Yes
41,married,Bachelor Degree,Female,17,> 20 kms,Internal Referrals,8,10/25/2015,3/13/2016,20,4,Lateral,Yes,11,No,Yes
32,married,Associate Certification,Female,31,> 20 kms,Job Portals,8,7/18/2015,12/6/2015,25,7,Lateral,Yes,8,No,Yes
33,married,Associate Degree,Female,36,> 20 kms,Consultants,8,10/12/2015,3/29/2016,25,4,Lateral,Yes,9,No,Yes
44,married,Associate Degree,Female,13,> 20 kms,Job Portals,10,4/29/2015,5/4/2015,61,3,Lateral,Yes,20,Yes,No
36,married,Associate Degree,Female,19,15-20 kms,Job Portals,8,9/6/2015,9/30/2015,75,8,Lateral,No,12,Yes,No
35,married,Bachelor Degree,Female,16,> 20 kms,Consultants,8,9/13/2015,10/9/2015,44,8,Vertical,Yes,11,Yes,No
33,married,Associate Certification,Female,31,> 20 kms,Social Media,8,12/25/2015,5/14/2016,19,4,Lateral,Yes,9,No,Yes
33,married,Bachelor Degree,Female,36,> 20 kms,Social Media,10,10/19/2015,4/13/2016,27,4,Lateral,Yes,9,No,Yes
36,single,Associate Certification,Female,11,15-20 kms,Social Media,3,5/2/2016,5/3/2016,87,8,Lateral,No,12,No,No
32,married,Associate Certification,Female,22,> 20 kms,Social Media,9,4/18/2015,9/16/2015,18,5,Lateral,Yes,8,No,Yes
38,divorced,Master Degree,Female,37,<15 kms,Consultants,10,4/1/2016,9/27/2016,18,7,Lateral,Yes,14,No,Yes
46,married,Associate Certification,Female,24,<15 kms,Consultants,7,2/23/2016,2/28/2016,53,3,Lateral,No,22,Yes,No
40,single,Bachelor Degree,Female,16,<15 kms,Company Website,10,3/29/2015,4/30/2015,66,3,Vertical,No,16,Yes,No
45,single,Associate Degree,Female,17,> 20 kms,Job Portals,3,12/24/2015,1/6/2016,63,5,Lateral,No,21,No,No
45,single,Master Degree,Female,20,<15 kms,Social Media,8,3/14/2015,8/28/2015,30,8,Lateral,Yes,21,No,Yes
44,divorced,Associate Certification,Female,18,> 20 kms,Consultants,3,10/16/2015,11/18/2015,46,5,Vertical,Yes,20,No,No
43,married,Associate Certification,Female,33,<15 kms,Internal Referrals,9,8/1/2015,12/21/2015,25,8,Lateral,Yes,19,No,Yes
27,married,Associate Certification,Female,18,15-20 kms,Job Portals,7,6/16/2015,7/4/2015,54,3,Lateral,Yes,3,Yes,No
25,divorced,Associate Certification,Female,29,<15 kms,Internal Referrals,10,4/1/2016,8/22/2016,19,2,Lateral,Yes,1,No,Yes
25,married,Bachelor Degree,Female,21,> 20 kms,Job Portals,9,3/27/2015,8/18/2015,27,2,Lateral,Yes,1,No,Yes
28,single,Associate Degree,Female,18,<15 kms,Consultants,10,7/18/2015,1/6/2016,22,3,Lateral,Yes,4,No,Yes
42,single,Associate Degree,Female,17,<15 kms,Consultants,9,12/9/2015,5/31/2016,21,4,Lateral,Yes,12,No,Yes
44,married,Bachelor Degree,Female,22,> 20 kms,Company Website,6,9/10/2015,9/23/2015,34,5,Vertical,No,20,Yes,No
43,married,Associate Degree,Female,29,> 20 kms,Social Media,3,9/17/2015,9/27/2015,30,5,Vertical,Yes,19,No,No
44,married,Bachelor Degree,Female,11,> 20 kms,Job Portals,3,6/16/2015,7/17/2015,26,8,Lateral,No,20,Yes,No
46,single,Associate Degree,Female,18,<15 kms,Job Portals,7,5/12/2016,5/19/2016,34,4,Lateral,No,22,Yes,No
27,married,Associate Certification,Female,37,> 20 kms,Job Portals,8,4/29/2016,10/14/2016,24,4,Lateral,Yes,3,No,Yes
42,married,Bachelor Degree,Female,18,> 20 kms,Consultants,9,7/31/2015,1/20/2016,20,8,Lateral,Yes,18,No,Yes
28,married,Associate Degree,Female,12,15-20 kms,Social Media,7,9/17/2015,10/1/2015,42,4,Vertical,Yes,4,Yes,No
31,married,Bachelor Degree,Female,16,15-20 kms,Consultants,3,3/5/2015,3/10/2015,48,5,Lateral,No,7,Yes,No
31,married,Associate Certification,Female,10,> 20 kms,Job Portals,10,1/10/2015,1/29/2015,44,4,Lateral,Yes,7,Yes,No
45,divorced,Associate Degree,Female,16,> 20 kms,Job Portals,3,5/5/2016,5/8/2016,37,3,Lateral,Yes,21,No,No
32,divorced,Associate Certification,Female,32,> 20 kms,Consultants,9,1/10/2015,6/25/2015,29,3,Lateral,Yes,8,No,Yes
31,married,Associate Certification,Female,37,> 20 kms,Consultants,10,6/4/2016,11/7/2016,24,3,Lateral,Yes,7,No,Yes
34,single,Associate Degree,Female,17,> 20 kms,Consultants,4,3/7/2015,4/13/2015,77,4,Vertical,No,10,No,No
44,married,Bachelor Degree,Female,14,15-20 kms,Job Portals,3,4/30/2015,5/11/2015,54,5,Vertical,No,20,Yes,No
45,married,Associate Certification,Female,11,<15 kms,Job Portals,10,6/19/2015,7/12/2015,94,4,Lateral,No,21,No,No
33,divorced,Associate Degree,Female,12,<15 kms,Consultants,5,3/14/2016,4/4/2016,54,4,Vertical,No,9,Yes,No
39,married,Master Degree,Female,39,> 20 kms,Social Media,8,3/21/2015,8/29/2015,30,8,Lateral,Yes,15,No,Yes
25,divorced,Associate Certification,Female,39,<15 kms,Consultants,10,1/15/2016,7/11/2016,21,1,Lateral,Yes,1,No,Yes
45,married,Associate Degree,Female,29,<15 kms,Consultants,9,10/16/2015,4/5/2016,22,8,Lateral,Yes,21,No,Yes
29,single,Associate Degree,Female,20,15-20 kms,Consultants,8,3/21/2015,4/13/2015,54,4,Vertical,Yes,5,Yes,No
38,married,Master Degree,Female,22,> 20 kms,Job Portals,6,6/19/2015,7/16/2015,43,4,Lateral,Yes,14,Yes,No
39,divorced,Associate Certification,Female,19,15-20 kms,Job Portals,3,2/2/2016,2/15/2016,78,6,Lateral,Yes,15,Yes,No
43,married,Associate Certification,Female,11,<15 kms,Company Website,3,10/27/2015,11/23/2015,48,7,Vertical,Yes,19,No,No
42,divorced,Associate Degree,Female,13,<15 kms,Job Portals,3,4/16/2016,5/23/2016,44,5,Lateral,Yes,18,Yes,No
41,married,Bachelor Degree,Female,21,<15 kms,Job Portals,10,6/19/2015,11/10/2015,23,4,Lateral,Yes,17,No,Yes
26,single,Associate Certification,Female,19,> 20 kms,Company Website,3,3/13/2015,4/6/2015,38,1,Lateral,No,2,Yes,No
40,divorced,Associate Degree,Female,14,> 20 kms,Job Portals,3,6/8/2016,6/14/2016,32,3,Lateral,Yes,16,No,No
40,married,Associate Certification,Female,25,15-20 kms,Consultants,8,3/30/2016,5/9/2016,59,4,Vertical,Yes,16,No,No
32,married,Associate Certification,Female,22,<15 kms,Internal Referrals,10,6/3/2015,10/29/2015,26,4,Lateral,Yes,8,No,Yes
41,married,Associate Certification,Female,28,> 20 kms,Consultants,10,1/21/2016,7/1/2016,27,3,Lateral,Yes,6,No,Yes
41,married,Associate Degree,Female,19,15-20 kms,Company Website,6,3/13/2015,3/30/2015,33,4,Lateral,No,17,Yes,No
44,married,Bachelor Degree,Female,18,> 20 kms,Consultants,10,12/19/2015,6/14/2016,29,5,Lateral,Yes,20,No,Yes
36,divorced,Associate Degree,Female,21,15-20 kms,Job Portals,6,6/27/2015,7/18/2015,44,4,Lateral,No,12,Yes,No
26,married,Bachelor Degree,Female,28,> 20 kms,Company Website,9,3/14/2016,3/25/2016,49,1,Vertical,Yes,2,Yes,No
40,married,Associate Certification,Female,23,<15 kms,Social Media,8,6/3/2016,6/24/2016,60,4,Lateral,No,16,Yes,No
32,divorced,Associate Certification,Female,29,<15 kms,Social Media,8,1/27/2016,6/21/2016,19,7,Lateral,Yes,8,No,Yes
25,single,Associate Certification,Female,34,<15 kms,Job Portals,9,5/25/2015,10/15/2015,28,2,Lateral,Yes,1,No,Yes
34,married,Associate Certification,Female,33,> 20 kms,Job Portals,8,12/20/2015,5/25/2016,25,5,Lateral,Yes,10,No,Yes
39,married,Master Degree,Female,23,<15 kms,Internal Referrals,9,2/27/2016,7/22/2016,27,5,Lateral,Yes,15,No,Yes
26,married,Associate Degree,Female,10,> 20 kms,Consultants,3,2/3/2015,2/12/2015,79,1,Lateral,No,2,Yes,No
32,single,Associate Certification,Female,37,> 20 kms,Social Media,8,3/23/2016,9/15/2016,30,8,Lateral,Yes,8,No,Yes
25,divorced,Associate Certification,Female,13,<15 kms,Consultants,3,4/10/2015,5/4/2015,93,1,Vertical,No,1,No,No
34,married,Associate Degree,Female,13,> 20 kms,Social Media,6,3/14/2016,4/3/2016,83,3,Lateral,Yes,10,Yes,No
41,married,Bachelor Degree,Female,17,<15 kms,Internal Referrals,8,5/25/2015,11/14/2015,21,7,Lateral,Yes,17,No,Yes
33,married,Associate Certification,Female,10,15-20 kms,Job Portals,8,3/2/2016,3/28/2016,31,4,Lateral,No,9,No,No
29,single,Bachelor Degree,Female,27,15-20 kms,Social Media,7,11/11/2015,12/1/2015,92,4,Lateral,No,5,No,No
46,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,3,7/16/2015,8/22/2015,66,4,Vertical,Yes,22,No,No
41,single,Master Degree,Female,25,<15 kms,Social Media,10,12/25/2015,5/24/2016,16,3,Lateral,Yes,6,No,Yes
31,married,Bachelor Degree,Male,16,<15 kms,Consultants,3,8/16/2015,9/16/2015,66,4,Lateral,No,7,Yes,No
45,married,Master Degree,Male,23,15-20 kms,Consultants,8,6/19/2015,7/6/2015,39,8,Lateral,Yes,21,Yes,No
43,single,Master Degree,Female,29,> 20 kms,Consultants,10,6/24/2015,11/16/2015,23,8,Lateral,Yes,19,No,Yes
28,single,Bachelor Degree,Female,32,<15 kms,Consultants,8,1/21/2016,7/17/2016,17,5,Lateral,Yes,4,No,Yes
40,married,Associate Certification,Male,19,<15 kms,Job Portals,5,4/19/2016,4/26/2016,80,4,Vertical,Yes,16,No,No
40,married,Associate Certification,Female,23,> 20 kms,Job Portals,8,12/24/2015,6/8/2016,18,5,Lateral,Yes,16,No,Yes
33,married,Master Degree,Male,19,15-20 kms,Company Website,6,8/22/2015,9/21/2015,94,7,Lateral,Yes,9,Yes,No
25,single,Bachelor Degree,Female,24,> 20 kms,Job Portals,10,3/17/2015,9/9/2015,26,2,Lateral,Yes,1,No,Yes
29,married,Bachelor Degree,Female,21,<15 kms,Consultants,10,3/14/2015,8/26/2015,15,4,Lateral,Yes,5,No,Yes
34,married,Associate Degree,Female,24,> 20 kms,Social Media,10,6/16/2015,12/9/2015,17,8,Lateral,Yes,10,No,Yes
41,single,Bachelor Degree,Male,18,<15 kms,Company Website,3,2/3/2015,3/13/2015,95,4,Lateral,No,17,No,No
34,married,Bachelor Degree,Female,33,<15 kms,Social Media,8,10/25/2015,3/17/2016,16,3,Lateral,Yes,6,No,Yes
32,married,Bachelor Degree,Female,16,> 20 kms,Job Portals,9,10/25/2015,3/13/2016,19,7,Lateral,Yes,8,No,Yes
33,single,Bachelor Degree,Female,32,> 20 kms,Consultants,10,10/20/2015,3/15/2016,30,5,Lateral,Yes,9,No,Yes
31,single,Associate Certification,Female,20,> 20 kms,Job Portals,10,10/12/2015,3/20/2016,29,4,Lateral,Yes,7,No,Yes
33,married,Master Degree,Male,21,> 20 kms,Company Website,5,10/16/2015,11/19/2015,75,6,Lateral,Yes,9,No,No
26,married,Bachelor Degree,Male,13,15-20 kms,Company Website,6,10/25/2015,11/3/2015,73,1,Lateral,Yes,2,Yes,No
35,married,Master Degree,Female,25,> 20 kms,Consultants,9,3/17/2015,8/10/2015,24,5,Lateral,Yes,11,No,Yes
42,single,Bachelor Degree,Female,20,> 20 kms,Consultants,9,1/21/2016,7/12/2016,15,4,Lateral,Yes,12,No,Yes
34,married,Associate Certification,Male,14,15-20 kms,Consultants,6,4/30/2015,5/28/2015,47,5,Vertical,Yes,10,No,No
37,married,Master Degree,Male,11,15-20 kms,Consultants,6,3/2/2016,3/15/2016,85,6,Vertical,Yes,13,No,No
33,divorced,Bachelor Degree,Female,39,> 20 kms,Job Portals,8,4/5/2015,9/14/2015,26,3,Lateral,Yes,9,No,Yes
27,married,Associate Certification,Female,18,> 20 kms,Internal Referrals,9,5/25/2015,11/14/2015,22,5,Lateral,Yes,3,No,Yes
29,divorced,Associate Degree,Female,18,<15 kms,Consultants,10,12/17/2015,6/1/2016,17,3,Lateral,Yes,5,No,Yes
31,single,Associate Certification,Female,31,<15 kms,Consultants,9,12/20/2015,6/3/2016,30,3,Lateral,Yes,7,No,Yes
33,married,Associate Degree,Male,29,> 20 kms,Company Website,5,7/18/2015,7/21/2015,75,8,Vertical,No,9,No,No
31,married,Associate Degree,Male,13,> 20 kms,Job Portals,3,2/15/2016,2/24/2016,93,3,Vertical,No,7,No,No
46,married,Associate Degree,Male,12,15-20 kms,Consultants,5,7/22/2015,8/11/2015,71,5,Vertical,No,22,Yes,No
30,married,Associate Certification,Male,12,<15 kms,Job Portals,3,3/17/2015,3/18/2015,49,3,Vertical,Yes,6,No,No
42,married,Bachelor Degree,Female,21,> 20 kms,Consultants,8,10/16/2015,3/9/2016,25,7,Lateral,Yes,18,No,Yes
25,married,Bachelor Degree,Male,10,15-20 kms,Company Website,3,4/27/2015,5/7/2015,57,2,Vertical,Yes,2,Yes,No
33,married,Master Degree,Female,25,> 20 kms,Internal Referrals,8,12/20/2015,6/9/2016,23,4,Lateral,Yes,9,No,Yes
32,single,Associate Certification,Female,37,> 20 kms,Job Portals,9,1/15/2016,6/24/2016,18,8,Lateral,Yes,8,No,Yes
31,single,Associate Degree,Male,26,<15 kms,Job Portals,9,2/21/2016,3/21/2016,69,3,Lateral,Yes,7,No,No
29,married,Associate Degree,Male,14,15-20 kms,Job Portals,5,8/20/2015,9/18/2015,25,5,Vertical,No,5,Yes,No
29,married,Associate Certification,Female,35,<15 kms,Job Portals,9,3/31/2015,9/10/2015,30,3,Lateral,Yes,5,No,Yes
28,married,Associate Certification,Female,31,> 20 kms,Social Media,8,3/31/2015,9/10/2015,19,3,Lateral,Yes,4,No,Yes
45,divorced,Bachelor Degree,Male,23,<15 kms,Job Portals,3,7/18/2015,7/31/2015,27,8,Vertical,No,21,Yes,No
39,married,Master Degree,Female,34,<15 kms,Job Portals,10,2/15/2016,8/2/2016,15,5,Lateral,Yes,15,No,Yes
32,married,Associate Degree,Male,20,15-20 kms,Consultants,9,4/23/2015,5/10/2015,67,3,Vertical,No,8,No,No
30,married,Bachelor Degree,Female,16,> 20 kms,Internal Referrals,9,1/27/2016,6/18/2016,27,3,Lateral,Yes,6,No,Yes
31,married,Associate Degree,Male,16,<15 kms,Company Website,4,3/6/2015,3/30/2015,70,3,Vertical,Yes,7,No,No
36,married,Bachelor Degree,Female,27,> 20 kms,Consultants,9,3/11/2015,8/25/2015,16,7,Lateral,Yes,12,No,Yes
39,married,Bachelor Degree,Male,12,<15 kms,Job Portals,10,7/17/2015,8/20/2015,25,6,Lateral,Yes,15,No,No
28,divorced,Bachelor Degree,Male,18,15-20 kms,Job Portals,7,11/14/2015,12/19/2015,52,5,Lateral,Yes,4,Yes,No
42,married,Bachelor Degree,Male,17,<15 kms,Company Website,3,6/24/2015,7/16/2015,37,8,Lateral,No,18,No,No
27,divorced,Associate Degree,Male,16,> 20 kms,Job Portals,3,12/24/2015,1/13/2016,90,5,Vertical,Yes,6,No,No
25,married,Associate Certification,Female,16,> 20 kms,Social Media,8,4/23/2016,9/24/2016,21,2,Lateral,Yes,1,No,Yes
27,married,Associate Degree,Female,25,<15 kms,Consultants,8,6/19/2015,11/30/2015,30,3,Lateral,Yes,3,No,Yes
45,single,Associate Certification,Female,21,> 20 kms,Consultants,9,1/21/2016,6/20/2016,29,7,Lateral,Yes,21,No,Yes
26,single,Associate Degree,Male,26,<15 kms,Job Portals,10,3/31/2015,4/21/2015,94,2,Lateral,Yes,2,Yes,No
28,married,Associate Certification,Female,19,> 20 kms,Social Media,10,12/17/2015,6/4/2016,30,5,Lateral,Yes,4,No,Yes
45,married,Bachelor Degree,Male,18,<15 kms,Job Portals,8,4/26/2015,5/4/2015,78,7,Vertical,Yes,21,Yes,No
29,married,Associate Certification,Female,35,> 20 kms,Job Portals,8,6/16/2015,12/11/2015,28,3,Lateral,Yes,5,No,Yes
42,single,Associate Degree,Male,25,> 20 kms,Consultants,8,12/24/2015,1/29/2016,30,7,Vertical,Yes,18,No,No
40,married,Master Degree,Female,21,<15 kms,Consultants,9,3/26/2016,8/21/2016,17,3,Lateral,Yes,13,No,Yes
36,married,Bachelor Degree,Female,35,> 20 kms,Consultants,9,6/12/2015,11/30/2015,17,6,Lateral,Yes,12,No,Yes
30,single,Bachelor Degree,Male,17,15-20 kms,Social Media,9,6/24/2016,7/22/2016,55,5,Vertical,Yes,6,Yes,No
37,married,Associate Certification,Female,16,> 20 kms,Job Portals,8,11/24/2015,4/25/2016,17,5,Lateral,Yes,13,No,Yes
42,single,Master Degree,Female,37,> 20 kms,Internal Referrals,10,5/25/2015,10/13/2015,24,7,Lateral,Yes,18,No,Yes
29,single,Associate Degree,Male,28,15-20 kms,Job Portals,9,2/3/2015,2/19/2015,90,3,Lateral,No,5,Yes,No
34,married,Bachelor Degree,Male,10,<15 kms,Company Website,6,3/21/2015,4/26/2015,62,6,Lateral,Yes,10,Yes,No
42,married,Associate Certification,Female,31,<15 kms,Job Portals,8,2/27/2016,8/15/2016,24,5,Lateral,Yes,18,No,Yes
26,married,Bachelor Degree,Male,14,> 20 kms,Social Media,5,9/6/2015,10/5/2015,44,1,Lateral,Yes,2,Yes,No
37,married,Master Degree,Female,24,> 20 kms,Internal Referrals,10,10/25/2015,4/4/2016,26,7,Lateral,Yes,13,No,Yes
30,single,Bachelor Degree,Male,17,> 20 kms,Job Portals,8,11/10/2015,12/5/2015,94,3,Lateral,No,6,No,No
31,married,Bachelor Degree,Male,26,<15 kms,Job Portals,10,4/22/2016,5/31/2016,66,5,Vertical,Yes,7,No,No
44,unknown,Associate Certification,Male,20,<15 kms,Job Portals,4,9/17/2015,10/13/2015,95,4,Vertical,No,20,Yes,No
42,married,Master Degree,Male,18,> 20 kms,Job Portals,10,5/10/2016,6/19/2016,60,4,Lateral,Yes,18,No,No
42,married,Associate Degree,Female,21,<15 kms,Social Media,8,10/20/2015,4/14/2016,30,5,Lateral,Yes,9,No,Yes
44,married,Associate Certification,Female,26,<15 kms,Consultants,9,3/17/2015,8/16/2015,29,8,Lateral,Yes,20,No,Yes
34,married,Master Degree,Female,27,> 20 kms,Consultants,8,7/15/2015,12/16/2015,26,3,Lateral,Yes,6,No,Yes
25,married,Bachelor Degree,Female,21,<15 kms,Job Portals,8,12/24/2015,5/31/2016,24,1,Lateral,Yes,1,No,Yes
38,married,Associate Degree,Male,12,> 20 kms,Social Media,4,4/2/2016,4/19/2016,25,4,Vertical,No,14,Yes,No
41,divorced,Associate Certification,Female,30,> 20 kms,Consultants,8,3/2/2016,7/29/2016,30,5,Lateral,Yes,17,No,Yes
39,married,Master Degree,Male,18,<15 kms,Social Media,9,3/27/2015,4/30/2015,48,8,Lateral,No,15,No,No
28,married,Associate Degree,Female,17,> 20 kms,Social Media,8,7/15/2015,12/2/2015,30,5,Lateral,Yes,4,No,Yes
42,single,Master Degree,Male,10,<15 kms,Company Website,6,7/14/2015,7/27/2015,27,5,Vertical,No,18,No,No
26,married,Bachelor Degree,Female,31,<15 kms,Consultants,10,5/9/2015,10/4/2015,25,1,Lateral,Yes,2,No,Yes
38,married,Associate Degree,Female,17,> 20 kms,Social Media,9,5/31/2016,11/27/2016,28,6,Lateral,Yes,14,No,Yes
42,married,Master Degree,Male,22,<15 kms,Social Media,8,2/2/2016,3/8/2016,31,8,Lateral,Yes,18,Yes,No
31,married,Bachelor Degree,Male,14,> 20 kms,Job Portals,4,2/3/2015,3/12/2015,71,5,Vertical,Yes,7,Yes,No
43,married,Associate Degree,Male,20,<15 kms,Consultants,10,9/17/2015,9/27/2015,27,6,Lateral,No,19,No,No
